name,kal
디럭스치즈 석쇠L,984.17
디럭스치즈 석쇠R,451.08
디럭스치즈 치즈크러스트L,400.71
디럭스치즈 치즈크러스트R,979.2
디럭스치즈 팬R,536.03
디럭스치즈 흑미떡도우L,572.2
디럭스치즈 흑미떡도우R,536.03
디럭스치즈피자(라이스골드) F,567.05
디럭스치즈피자(라이스바이트) F,652.65
디럭스치즈피자(석쇠) F,297.65
디럭스치즈피자(치즈크러스트) F,375.13
디럭스치즈피자(팬) F,367.41
디럭스피자 씬XL,693.72
디럭스피자 씬L,787.5
디럭스피자 팬L,876.96
떡갈비 골드 L,476.2
떡갈비 골드 R,291.61
떡갈비 누드 L,497.98
떡갈비 누드 R,305.59
떡갈비 오리진 L,359.2
떡갈비 오리진 R,865.15
떡갈비 치즈캡 L,436.79
떡갈비 쿠키 L,597.29
떡갈비 쿠키 R,371.39
랍스타 골드L,414.84
랍스타 골드R,720.45
랍스타 누드 L,607.88
랍스타 누드 R,291.07
랍스타 라이스골드L,704.9
랍스타 라이스골드R,404.17
랍스타 라이스바이트L,802.08
랍스타 라이스바이트R,528.07
랍스타 백미떡도우L,218.81
랍스타 백미떡도우R,612.43
랍스타 석쇠L,357.89
랍스타 석쇠R,668.28
랍스타 오리진L,290.14
랍스타 오리진R,503.48
랍스타 치즈캡L,379.51
랍스타 치즈캡R,685.42
랍스타 치즈크러스트L,543.42
랍스타 치즈크러스트R,322.99
랍스타 쿠키 L,744.16
랍스타 쿠키 R,356.17
랍스타 팬L,413.33
랍스타 팬R,772.08
랍스타 흑미떡도우L,225.03
랍스타 흑미떡도우R,634.28
랍스타피자(라이스골드) F,757.4
랍스타피자(라이스바이트) F,857.46
랍스타피자(석쇠) F,440.31
랍스타피자(치즈크러스트) F,533.39
랍스타피자(팬) F,525.31
레드썬치킨피자 씬XL,660.1
레드썬치킨피자 씬L,423.12
레드썬치킨피자 팬L,535.76
레이디한우피자 L,853.06
레이디한우피자 M,513
로맨틱콤보(L 골드엣지),557.72
로맨틱콤보(L 에그타르트엣지),570.86
로맨틱콤보(L 오리진엣지),414.54
로맨틱콤보(L 치즈캡엣지),516.06
로맨틱콤보(L 크림치즈엣지),601.92
로맨틱콤보(L 해쉬브라운엣지),589.04
로맨틱콤보(R 골드엣지),904.28
로맨틱콤보(R 에그타르트엣지),930.6
로맨틱콤보(R 오리진엣지),659.2
로맨틱콤보(R 치즈캡엣지),864.8
로맨틱콤보(R 크림치즈엣지),975
로맨틱콤보(R 해쉬브라운엣지),962.64
로맨틱콤보(해쉬브라운 엣지) L,589.04
로맨틱콤보(해쉬브라운 엣지) R,962.64
로인크레페피자,250
리얼바비큐(나L),306.9
리얼바비큐(씬L),1001.7
리얼바비큐(오L),509.01
리치골드  스파이시치킨 F,476.8
리치골드  스파이시치킨 M,401.2
리치골드  스파이시치킨 오리지널 F,505.11
리치골드  스파이시치킨 오리지널 M,409.36
리치골드  치즈 F,338.13
리치골드  치즈 M,305.25
리치골드 더블 바비큐(L),373.75
리치골드 더블 바비큐(M),353.32
리치골드 더블바비큐 F,415.61
리치골드 더블바비큐 M,391.28
리치골드 바비큐 치킨(L),393.45
리치골드 바비큐 치킨(M),361.12
리치골드 바비큐치킨 F,237.21
리치골드 베이컨 포테이토(L),446.88
리치골드 베이컨 포테이토(M),397.5
리치골드 베이컨포테이토 F,246.01
리치골드 수퍼 슈프림(L),363
리치골드 수퍼 슈프림(M),319.79
리치골드 스파이시치킨 마일드 F,539.49
리치골드 스파이시치킨 마일드 M,448.2
리치골드 야채 F,323.3
리치골드 야채 M,295.8
리치골드 직화불고기(L),358.68
리치골드 직화불고기(M),339.84
리치골드 코코넛 쉬림프 F,506.6
리치골드 코코넛 쉬림프 M,526.99
리치골드 페퍼로니 F,307.8
리치골드 페퍼로니 M,278.64
리치골드 하와이안 F,335.17
리치골드 하와이안 M,305.9
리치골드ll 더블바비큐 F,503.58
리치골드ll 더블바비큐 M,470.64
리치골드ll 바비큐 치킨 F,522.81
리치골드ll 바비큐 치킨 M,481.5
리치골드ll 베이컨 포테이토 F,589.68
리치골드ll 베이컨 포테이토 M,521.36
리치골드ll 수퍼 슈프림 F,488.72
리치골드ll 수퍼 슈프림 M,429.51
리치골드ll 스파이시치킨 F,569.08
리치골드ll 스파이시치킨 M,481.5
리치골드ll 스파이시치킨 마일드 F,633.42
리치골드ll 스파이시치킨 마일드 M,528.36
리치골드ll 스파이시치킨 오리지널 F,595.32
리치골드ll 스파이시치킨 오리지널 M,501
리치골드ll 야채 F,401.41
리치골드ll 야채 M,361.2
리치골드ll 직화 불고기 F,483
리치골드ll 직화 불고기 M,450.72
리치골드ll 치즈 F,415.27
리치골드ll 치즈 M,372
리치골드ll 코코넛 쉬림프 F,603.52
리치골드ll 코코넛 쉬림프 M,618.75
리치골드ll 페퍼로니 F,381.44
리치골드ll 페퍼로니 M,343.64
리치골드ll 하와이안 M,375.39
리치골드미니 바비큐 치킨,584.82
리치골드미니베이컨 포테이토,585.12
리치골드미니수퍼 슈프림,567.22
리치골드미니스파이시 치킨,633.68
리치골드미니직화 불고기,555.36
리치골드베이컨 포테이토 F,497.28
리치골드베이컨 포테이토 M,438.84
리치골드수퍼 슈프림 F,405
리치골드수퍼 슈프림 M,356.58
리치골드직화 불고기 F,399.84
리치골드직화 불고기 M,377.28
리치바이트(L),330
리치바이트(킹),799
리치바이트피자,201.52
마루 콤비네이션 피자,765.7
메가불고기더블(L),465.85
멕시칸바이트 피자,1029
멕시칸칠리 오리진 L,330.57
멕시칸칠리 오리진 R,780.07
멕시칸칠리 치즈캡 L,401.76
멕시칸칠리 치즈캡 R,249.66
명품쌀피자 불고기 피자 L,244.07
명품쌀피자 슈퍼콤비네이션 피자 L,249.08
명품쌀피자 야채피자 L,253.39
명품쌀피자 치즈피자 L,273.96
명품쌀피자 페파로니 피자 L,274.35
명품쌀피자 포테이토 피자 L,232.48
미스터피자콤보 오리진 L,330.59
미스터피자콤보 오리진 R,831.73
미스터피자콤보 치즈캡 L,401.71
미스터피자콤보 치즈캡 R,262.96
바베큐폭립 피자,286
바베큐휠레피자,296.06
바사크브런치(스크린),409.34
바사크브런치(피타),381.37
바사크새우(스크린),340.55
바사크새우(피타2조각),924.84
바이트골드피자 L,366.8
발사믹피자 F,704.26
발사믹피자 L,607.02
발사믹피자 R,373.66
밤고구마 라이스골드,447.92
밤고구마 라이스바이트,580.93
밤고구마 백미떡도우,244.05
밤고구마 석쇠,211.98
밤고구마 치즈크러스트,353.48
밤고구마 팬,234.83
밤고구마 흑미떡도우,250.86
밤스위트골드 F,772.97
밤스위트골드 L,255.67
밤스위트골드L,668.31
밤스위트골드R,384.11
밤호박 라이스골드,418.65
밤호박 라이스바이트,546.64
밤호박 백미떡도우,223.72
밤호박 석쇠,192.57
밤호박 치즈크러스트,327.96
밤호박 팬,214.31
밤호박 흑미떡도우,229.93
버섯야채피자 씬XL,717.32
버섯야채피자 씬L,813.12
버섯야채피자 팬L,442.47
버섯야채피자(씬) L,287.6
베이컨살라미(레귤러),128.02
베이컨살라미(스크린),424.43
베이컨살라미(팬),406.32
베이컨살라미(피타),257.66
베이컨수프림(레귤러),537.07
베이컨수프림(스크린),537.14
베이컨수프림(치크),965.24
베이컨수프림(팬),771.98
베이컨수프림(피타),543.99
베이컨체다치즈 (나폴리L),1002.37
베이컨체다치즈 (씬L) 1조각,264.79
베이컨체다치즈(스몰피자),618.64
베이컨체다치즈피자 (씬 M),473.16
베이컨체다치즈피자 (오리지널 L),436.5
베이컨체다치즈피자 (오리지널 M),571.69
베이컨포테이토바이트(L),422.1
베이컨포테이토바이트피자,213.3
베지테리안 오리진 L,249.04
베지테리안 오리진 R,586.94
베지테리안 치즈캡 L,313.94
베지테리안 치즈캡 R,778.2
볶은김치불고기(L),428.8
볶은김치불고기(M),422.4
불갈비바이트(L),335.5
불갈비바이트(킹),1155
불갈비바이트피자,215.67
불갈비피자,899.64
불갈비피자(L),796.3
불갈비피자[R],487.04
불고기 (나폴리L),251.37
불고기 (씬L),241.04
불고기 (오리지널L),421.34
불고기 바이트 피자,297.11
불고기 피자,802.8
불고기 피자(씬) L,286.37
불고기(레귤러),84.32
불고기(레귤러2조각),340.12
불고기(스몰피자),578.33
불고기(스크린),277.01
불고기(치크),455.23
불고기(팬),358.09
불고기(피타),143.14
불고기피자,233.74
불고기피자  (씬 L),963.98
불고기피자 (씬 M),627.51
불고기피자 (오리지널 L),421.34
불고기피자 (오리지널 M),596.7
불고기피자 L,761.4
불고기피자 M,465.99
불고기피자 씬XL,784
불고기피자 씬L,894.33
불고기피자 오리진 L,268.63
불고기피자 오리진 R,651.15
불고기피자 치즈캡 L,333.12
불고기피자 치즈캡 R,851.89
불고기피자 팬XL,711.76
불고기피자 팬L,455.88
불고기피자(L),761.05
불고기피자[R],465.48
빙고슈프림 피자(씬) L,304.12
빙고슈프림피자 씬XL,758.31
빙고슈프림피자 씬L,861.72
수제 소시지 피자,779.22
수퍼수프림(스크린),415.93
수퍼슈프림(레귤러),127.92
수퍼슈프림(치크),602.49
수퍼슈프림(팬),403.28
수퍼슈프림(피타),272.38
쉬림푸스 (나폴리L),415.93
쉬림푸스 (씬) M,230.1
쉬림푸스 (씬 L),331.85
쉬림푸스 (오리지널L),587.52
쉬림푸스피자 (씬 M),482.3
쉬림푸스피자 (오리지널 M),842.5
쉬림프 누드 L,418.41
쉬림프 누드 R,293.25
쉬림프 오리진 L,292.17
쉬림프 오리진 R,824.06
쉬림프골드,352.64
쉬림프골드 L,473.29
쉬림프골드 R,804.38
쉬림프디럭스엣지,313.96
슈퍼디럭스 (나폴리L),342.82
슈퍼디럭스 (씬L),290.18
슈퍼디럭스 (오리지널L),517.11
슈퍼디럭스(스몰피자),690.56
슈퍼디럭스피자 (씬 M),337.07
슈퍼디럭스피자 (오리지널 M),660.68
슈퍼슈프림 (나폴리L),348.35
슈퍼슈프림 (씬L),342.11
슈퍼슈프림 (오리지널L),562.22
슈퍼슈프림 라이스골드L,654.72
슈퍼슈프림 라이스골드R,380.69
슈퍼슈프림 라이스바이트L,748.31
슈퍼슈프림 라이스바이트R,501.13
슈퍼슈프림 백미떡도우L,196.17
슈퍼슈프림 백미떡도우R,561.29
슈퍼슈프림 석쇠L,322.76
슈퍼슈프림 석쇠R,609.39
슈퍼슈프림 치즈크러스트L,654.72
슈퍼슈프림 치즈크러스트R,302.04
슈퍼슈프림 팬L,378.37
슈퍼슈프림 팬R,708.19
슈퍼슈프림 흑미떡도우L,201.88
슈퍼슈프림 흑미떡도우R,581.71
슈퍼슈프림(스몰피자),736.92
슈퍼슈프림피자 (씬 L),352.29
슈퍼슈프림피자 (씬 M),398.4
슈퍼슈프림피자 (오리지널 L),557.19
슈퍼슈프림피자 (오리지널 M),706.41
슈퍼슈프림피자(라이스골드) F,681.57
슈퍼슈프림피자(라이스바이트) F,780.55
슈퍼슈프림피자(석쇠) F,382.72
슈퍼슈프림피자(치즈크러스트) F,469.87
슈퍼슈프림피자(팬) F,461.91
슈퍼콤비네이션피자 L,804.08
슈퍼콤비네이션피자 M,433.35
스위스퐁듀피자 (더블 L),625.82
스위스퐁듀피자 (더블 M),737.18
스위스퐁듀피자 (씬 L),315.85
스위스퐁듀피자 (씬 M),430.92
스위스퐁듀피자 (오리지널 L),546.13
스위스퐁듀피자 (오리지널 M),778.41
스위트 히든엣지(오리지널L),664.09
스위트골드(스크린),443.11
스위트골드(팬),443.08
스위트골드(피타),373.46
스위트골드피자 L,827.84
스위트골드피자 M,483.36
스위트포테이토(레귤러),164.99
스위트포테이토(스크린),323.14
스위트포테이토(치크),534.36
스위트포테이토(팬),409.08
스위트포테이토(피타),237.63
스위티피자 오리진 L,488.61
스위티피자 오리진 R,848.86
스위티피자 치즈캡 L,574.39
스위티피자 치즈캡 R,269.06
스윗나마스떼(스크린),418.7
스윗나마스떼(치크),843.07
스윗나마스떼(팬),667.07
스윗나마스떼(피타),358.91
스테이크 불갈비 바이트 피자,330.62
스테이크 불갈비 피자,913.33
스테이크+불새피자,251.69
스테이크새우피자(L),945.6
스테이크새우피자[R],582.4
스테이크피자,803.25
스페셜쌀피자 고구마피자 L,242.48
스페셜쌀피자 단호박피자 L,242.87
스페셜쌀피자 도이치소시지피자 L,275.7
스페셜쌀피자 스위트골드피자 L,234.92
스피나치오크레마(스크린),395.41
스피나치오크레마(치크),548.08
스피나치오크레마(팬),407.33
스피나치오크레마(피타),298.62
시크릿가든 누드 R,269.64
시크릿가든 오리진 L,355.39
시크릿가든 오리진 R,745.28
시크릿가든 치즈캡 R,240.96
시크릿가든 쿠키 R,334.08
씨크릿가든_Premium gold pizza_L,471.76
씨크릿가든_Premium gold pizza_R,256.71
씨푸드 퐁듀(L 나폴리도우),234
씨푸드 퐁듀(L 씬도우),690.2
씨푸드 퐁듀(L 오리지널도우),355.6
씨푸드 퐁듀(M 나폴리도우),547.4
씨푸드 퐁듀(M 씬도우),561.6
씨푸드 퐁듀(M 오리지널도우),910.52
씨푸드골드피자 L,335.5
씨푸드골드피자 M,947.1
씨푸드골드피자[R],948.08
씨푸드아일랜드2 골드 L,452.15
씨푸드아일랜드2 골드 R,383.2
씨푸드아일랜드2 누드 L,476.9
씨푸드아일랜드2 누드 R,395.86
씨푸드아일랜드2 오리진 L,341.4
씨푸드아일랜드2 오리진 R,294.67
씨푸드아일랜드2 치즈캡 L,413.66
씨푸드아일랜드2 치즈캡 R,361.06
씨푸드아일랜드2 쿠키 L,571.61
씨푸드아일랜드2 쿠키 R,475.9
씨푸드앤갈릭포테이토(L),411
씨푸드앤갈릭포테이토(M),408
씨푸드앤갈릭포테이토(킹),1424.5
씨푸뜨아(스크린),401.88
씨푸뜨아(치크),582.74
씨푸뜨아(팬),438.19
씨푸뜨아(피타),403.62
씬 더블바비큐 L,671.61
씬 더블바비큐 R,556.05
씬 바비큐 치킨 L,718.2
씬 바비큐 치킨 R,581.36
씬 베이컨 포테이토 L,877.59
씬 베이컨 포테이토 R,673.38
씬 수퍼 슈프림 L,640.32
씬 수퍼 슈프림 R,475.31
씬 야채 L,442.52
씬 야채 R,335.36
씬 직화 불고기 L,623
씬 직화 불고기 R,519.93
씬 치즈 L,474.02
씬 치즈 R,359.38
씬 페퍼로니 L,402.17
씬 페퍼로니 R,303.97
씬 하와이안 L,470.12
씬 하와이안 R,359.41
아이다호포테이토(스크린),440.98
아이다호포테이토(치크),589.49
아이다호포테이토(팬),435.54
아이다호포테이토(피타),276.84
아이리쉬포테이토피자,809.6
야채 바이트 피자,275.63
야채피자,726
야채피자 L,600.24
야채피자 M,419.22
야채피자(레귤러),84.59
야채피자(스크린),213.3
야채피자(치크),559.28
야채피자(팬),249.89
야채피자(피타),104.63
야채피자[R],418.65
오마이립 골드 L,442.93
오마이립 골드 R,299.74
오마이립 누드 L,463.96
오마이립 누드 R,310.95
오마이립 오리진 L,330.47
오마이립 오리진 R,888.44
오마이립 치즈캡 L,404.79
오마이립 치즈캡 R,280.25
오마이립 쿠키 L,561.76
오마이립 쿠키 R,378.32
옥토쉬림프(스크린),379.28
옥토쉬림프(치크),518.15
옥토쉬림프(팬),566.8
옥토쉬림프(피타),167.72
올라스페인피자 (씬 L),469.3
올라스페인피자 (씬 M),582.97
올라스페인피자 (오리지널 L),709.85
올라스페인피자 (오리지널 M),229.3
웨스틴콤보(L),550.8
유어스페셜_Special pizza_L,586.41
유어스페셜_Special pizza_R,371.63
이탈리안 갈릭스테이크 (나폴리L),458.64
이탈리안 갈릭스테이크 (씬L),373.18
이탈리안 갈릭스테이크 (오리지널L),641.59
이탈리안 베이컨 피자,572.76
이탈리안 소시지 피자 냉동생지도우,514.3
이탈리안 소시지 피자 생지도우,525.4
이탈리안 치즈 피자,751.43
이탈리안치즈 바이트 피자,279.87
점보 고구마 피자,1150.46
점보 불고기 피자,840.26
점보 불고기피자 L,1148.45
점보 스테이크불갈비 피자,1010.24
점보 콤비네디션피자 L,973.75
점보 포테이토 피자,1000.02
점보 포테이토피자 L,1136.25
점보스폐셜피자,726
점보콤비네이션 피자,965.12
죽순핫갈비 라이스골드,604.12
죽순핫갈비 라이스바이트,721.66
죽순핫갈비 백미떡도우,254.78
죽순핫갈비 석쇠,315.98
죽순핫갈비 치즈크러스트,463.88
죽순핫갈비 팬,359.47
죽순핫갈비 흑미떡도우,261.55
진짜게살피자 L,1005.28
진짜게살피자 M,668.64
짱감자 라이스골드L,695.39
짱감자 라이스골드R,406.91
짱감자 라이스바이트L,791.89
짱감자 라이스바이트R,531.19
짱감자 백미떡도우L,214.22
짱감자 백미떡도우R,620.59
짱감자 석쇠L,351.22
짱감자 석쇠R,675.55
짱감자 치즈크러스트L,535.08
짱감자 치즈크러스트R,325.46
짱감자 팬L,406.09
짱감자 팬R,779.8
짱감자 흑미떡도우L,220.32
짱감자 흑미떡도우R,642.46
짱감자피자(라이스골드) F,687.99
짱감자피자(라이스바이트) F,783.21
짱감자피자(석쇠) F,384.51
짱감자피자(치즈크러스트) F,471.87
짱감자피자(팬) F,464.05
치즈 (나폴리L),161.69
치즈 (씬L),168.3
치즈 (오리지널L),302.63
치즈 피자,649.7
치즈바삭 더블 바비큐(L),305.64
치즈바삭 더블 바비큐(M),1056
치즈바삭 바비큐 치킨(L),291.72
치즈바삭 바비큐 치킨(M),1012.7
치즈바삭 베이컨 포테이토(L),371.45
치즈바삭 베이컨 포테이토(M),295.8
치즈바삭 수퍼 슈프림(L),299.73
치즈바삭 수퍼 슈프림(M),960.48
치즈바삭 직화 불고기(L),289.12
치즈바삭 직화 불고기(M),994.56
치즈바삭 치즈킹(L),352.98
치즈바삭 치즈킹(M),331.56
치즈바삭 통베이컨스테이크(L),303.68
치즈바삭 통베이컨스테이크(M),1056.9
치즈바이트 더블바비큐 F,492.26
치즈바이트 더블바비큐 M,443.04
치즈바이트 바비큐 치킨 F,509.74
치즈바이트 바비큐 치킨 M,453.6
치즈바이트 바비큐치킨 F,247.33
치즈바이트 베이컨 포테이토 F,579.2
치즈바이트 베이컨 포테이토 M,492.02
치즈바이트 수퍼 슈프림 F,477.42
치즈바이트 수퍼 슈프림 M,406.02
치즈바이트 스파이시치킨 F,557.06
치즈바이트 스파이시치킨 M,453.6
치즈바이트 스파이시치킨 마일드 F,620.1
치즈바이트 스파이시치킨 마일드 M,501.93
치즈바이트 스파이시치킨 오리지널 F,582.82
치즈바이트 스파이시치킨 오리지널 M,472.32
치즈바이트 야채 F,356.24
치즈바이트 야채 M,347.2
치즈바이트 직화 불고기 F,471.87
치즈바이트 직화 불고기 M,426.73
치즈바이트 치즈 F,403.2
치즈바이트 치즈 M,349.86
치즈바이트 치즈킹 F,264.61
치즈바이트 코코넛 쉬림프 F,590.87
치즈바이트 코코넛 쉬림프 M,586.71
치즈바이트 페퍼로니 F,370
치즈바이트 페퍼로니 M,322.48
치즈바이트 하와이안 F,399.96
치즈바이트 하와이안 M,350.55
치즈케이크샌드,554.77
치즈케이크샌드 M,240.54
치즈크러스트 더블 바비큐(L),381.78
치즈크러스트 더블 바비큐(M),330.6
치즈크러스트 바비큐 치킨(L),398.61
치즈크러스트 바비큐 치킨(M),342.2
치즈크러스트 베이컨 포테이토(L),452.2
치즈크러스트 베이컨 포테이토(M),374.4
치즈크러스트 수퍼 슈프림(L),372.1
치즈크러스트 수퍼 슈프림(M),300.84
치즈크러스트 스파이시치킨 F,484.5
치즈크러스트 스파이시치킨 M,380.16
치즈크러스트 스파이시치킨 마일드 F,543.16
치즈크러스트 스파이시치킨 마일드 M,422.5
치즈크러스트 스파이시치킨 오리지널 F,508.5
치즈크러스트 스파이시치킨 오리지널 M,397.32
치즈크러스트 야채 F,330.87
치즈크러스트 야채 M,275.28
치즈크러스트 직화 불고기(L),363.56
치즈크러스트 직화 불고기(M),316.4
치즈크러스트 치즈킹(L),430.53
치즈크러스트 치즈킹(M),401.38
치즈크러스트 코코넛 쉬림프 F,517.5
치즈크러스트 코코넛 쉬림프 M,499.32
치즈크러스트 페퍼로니 F,312.36
치즈크러스트 페퍼로니 M,258.53
치즈크러스트 하와이안 F,340.01
치즈크러스트 하와이안 M,284.9
치즈크러스트미니  베이컨 포테이토,575.64
치즈크러스트미니 바비큐 치킨,580.8
치즈크러스트미니 수퍼 슈프림,558
치즈크러스트미니 스파이시 치킨,576.19
치즈크러스트미니 직화 불고기,546.21
치즈팡(라이스골드) F,746.42
치즈팡(라이스골드) L,729.1
치즈팡(라이스골드) R,441.58
치즈팡(라이스바이트) F,844.89
치즈팡(라이스바이트) L,827.67
치즈팡(라이스바이트) R,570.64
치즈팡(백미) L,236.77
치즈팡(백미) R,720.95
치즈팡(석쇠) F,431.58
치즈팡(석쇠) L,375.63
치즈팡(석쇠) R,767.32
치즈팡(치즈크러스트) F,523.85
치즈팡(치즈크러스트) L,564.65
치즈팡(치즈크러스트) R,356.49
치즈팡(팬) F,515.3
치즈팡(팬) L,435.39
치즈팡(팬) R,877.34
치즈팡(흑미) L,242.87
치즈팡(흑미) R,743.05
치즈피자 (씬 L),630.85
치즈피자 (씬 M),427.14
치즈피자 (오리지널 L),308.99
치즈피자 (오리지널 M),427.3
치즈피자 L,628.68
치즈피자 M,352.17
치즈피자(레귤러),73.66
치즈피자(스크린),196.16
치즈피자(치크),484.89
치즈피자(팬),213.88
치즈피자(피타),87.72
치즈피자[R],351.62
치킨 바비큐 피자(씬) L,276.58
칠리타코(레귤러),91.72
칠리타코(스크린),251.53
칠리타코(치크),932.57
칠리타코(팬),301.89
칠리타코(피타),186.95
캐리비안PLUS F,620.94
캐리비안PLUS L,237.54
캐리비안플러스L,496.77
캐리비안플러스R,285.8
케이준쉬림프골드 F,800.25
케이준쉬림프골드 L,233.5
케이준쉬림프골드 R,411.26
콤비네이션 바이트 피자,287.11
콤비네이션 피자(씬) L,299.49
콤비네이션피자 씬XL,801.06
콤비네이션피자 팬XL,726.98
콤비네이션피자 팬L,464.1
콰트로치즈샌드,575.28
콰트로치즈샌드 M,267.23
크라운포켓 더블바비큐L,931.2
크라운포켓 더블바비큐M,705.6
크라운포켓 바비큐치킨L,244.42
크라운포켓 바비큐치킨M,730.06
크라운포켓 베이컨포테이토L,282.45
크라운포켓 베이컨포테이토M,831.26
크라운포켓 수퍼슈프림L,945.45
크라운포켓 수퍼슈프림M,667.2
크라운포켓 직화불고기L,906.24
크라운포켓 직화불고기M,687.24
크라운포켓 통베이컨 스테이크(L),958.08
크라운포켓 통베이컨 스테이크(M),729.12
크런치 골드 로스트 비프 L,923.4
크런치 골드 로스트 비프 M,942.28
크런치 골드 비프&쉬림프 L,927.52
크런치 골드 비프&쉬림프 M,924.38
크런치 골드 칠리 쉬림프 L,934.05
크런치 골드 칠리 쉬림프 M,904.25
크런치골드 로스트비프 L,282.59
크런치골드 치즈킹 L,254.78
크런치골드 칠리 쉬림프 L,244.46
크레이지 불새 피자,276.17
크리스피 감자 피자(씬) L,262.59
크리스피감자피자 씬XL,873.81
크리스피감자피자 씬L,560.33
크리스피감자피자 팬XL,831.25
크리스피감자피자 팬L,532
크림 쉬림프 피자,542.26
타이타레피자 (씬 L),384.25
타이타레피자 (씬 M),398.4
타이타레피자 (오리지널 L),588.6
타이타레피자 (오리지널 M),810.83
토핑들의 수다(L),804.1
토핑들의 수다(M),438.4
토핑들의 수다(킹),579.6
통감자새우피자 M,570.4
통감자새우피자(L),948.8
통돼지바베큐 라이스골드L,734.93
통돼지바베큐 라이스골드R,423.35
통돼지바베큐 라이스바이트L,834.17
통돼지바베큐 라이스바이트R,546.19
통돼지바베큐 백미떡도우L,234.59
통돼지바베큐 백미떡도우R,653.94
통돼지바베큐 석쇠L,379.16
통돼지바베큐 석쇠R,713.17
통돼지바베큐 치즈크러스트L,555.2
통돼지바베큐 치즈크러스트R,337.18
통돼지바베큐 팬L,439.64
통돼지바베큐 팬R,820.46
통돼지바베큐 흑미떡도우L,241.08
통돼지바베큐 흑미떡도우R,676.63
통돼지바베큐피자(라이스골드) F,793.07
통돼지바베큐피자(라이스바이트) F,895.56
통돼지바베큐피자(석쇠) F,467.48
통돼지바베큐피자(치즈크러스트) F,563.43
통돼지바베큐피자(팬) F,555.2
통새우피자 L,907.48
통새우피자 M,518
투인원골드,321.17
트리플미트(L),384.4
트리플미트(M),378.2
트리플치즈스위트피자 (L),817.72
트리플치즈콤비피자 (L),855.44
트위스트 쉬림프,552.96
트윈 크레페(L 씬도우),188.68
트윈 크레페(M 씬도우),607.41
파스트라미(치크),669.73
파스트라미(피타),244.01
파스트라미+브런치(스크린),451.75
파스트라미+브런치(피타),377.89
파스트라미[스크린],350.32
파스트라미[팬],510.24
파스트라미[피타],274.69
파인애플피자 L,717.95
파인애플피자 M,395.52
팬 더블바비큐 L,226.72
팬 더블바비큐 R,737.2
팬 바비큐 치킨 L,229.69
팬 바비큐 치킨 R,766.26
팬 베이컨 포테이토 L,274.32
팬 베이컨 포테이토(M),782.6
팬 수퍼 슈프림 L,841.48
팬 슈퍼 슈프림(M),575.58
팬 야채 L,623.9
팬 야채 R,478.85
팬 직화 불고기 L,822.56
팬 직화 불고기 R,691.9
팬 치즈 L,658.26
팬 치즈(M),458.85
팬 페퍼로니 L,579.04
팬 페퍼로니(M),394.97
팬 하와이안 L,651.3
팬 하와이안 R,508.56
페파로니 바이트 피자,319.29
페파로니 피자(씬) L,315.9
페파로니피자,863.44
페파로니피자 씬XL,738.52
페파로니피자 씬L,842.14
페파로니피자 팬L,427
페퍼로니 (나폴리L),220.27
페퍼로니 (씬L),201.07
페퍼로니 (오리지널L),373.81
페퍼로니 라이스골드L,573.76
페퍼로니 라이스골드R,337.98
페퍼로니 라이스바이트L,661.41
페퍼로니 라이스바이트R,448.29
페퍼로니 백미떡도우,621.18
페퍼로니 석쇠R,499.85
페퍼로니 치즈크러스트L,428.8
페퍼로니 팬L,314.14
페퍼로니 팬R,589
페퍼로니 흑미떡도우L,640.22
페퍼로니 흑미떡도우R,484.14
페퍼로니(레귤러),81.13
페퍼로니(스크린),448.09
페퍼로니(팬),433.95
페퍼로니(피타),237.56
페퍼로니(피타2조각),944.8
페퍼로니피자,302.63
페퍼로니피자 (씬 M),585.25
페퍼로니피자 (오리지널 L),373.81
페퍼로니피자 (오리지널 M),534.2
페퍼로니피자 L,603.84
페퍼로니피자 M,419.43
페퍼로니피자(라이스골드) F,604.47
페퍼로니피자(라이스바이트) F,692.52
페퍼로니피자(석쇠) F,321.55
페퍼로니피자(씬 L),804.3
페퍼로니피자(치즈크러스트) F,401.97
페퍼로니피자(팬) F,393.78
페퍼로니피자[R],419.6
페페로니 피자,623
페페로니(스크린),448.14
포테이토 (나폴리L),338.25
포테이토 (씬L),335.55
포테이토 (오리지널L),582.75
포테이토 골드 R,312.35
포테이토 바이트 피자,355.65
포테이토 스위트 히든엣지(L),709.37
포테이토 피자,991.58
포테이토(스몰피자),743.6
포테이토골드 L,429.67
포테이토골드 석쇠L,374.7
포테이토골드 석쇠R,737.15
포테이토골드(석쇠) F,548.03
포테이토골드(석쇠피자) L,248.73
포테이토스페셜(레귤러),343.79
포테이토스페셜(스크린),546.26
포테이토스페셜(치크),706.54
포테이토스페셜(팬),399.04
포테이토스페셜(피타),432.1
포테이토킹(스크린),432.3
포테이토킹(피타),315.18
포테이토킹+피쉬맨갈릭(스크린),418.08
포테이토킹+피쉬맨갈릭(피타),354.2
포테이토피자,981.64
포테이토피자 (씬 L),338.66
포테이토피자 (씬 M),351.88
포테이토피자 (오리지널 L),556.95
포테이토피자 (오리지널 M),685.52
포테이토피자 L,898.92
포테이토피자 M,575.12
포테이토피자 오리진 L,347.31
포테이토피자 오리진 R,943.68
포테이토피자 치즈캡 L,420.12
포테이토피자 치즈캡 R,295.7
포테이토피자(L),898.63
포테이토피자[R],574.88
